//X;Y;Z;R;G;B;Number_of_Returns;Return_Number;Time;Intensity
0.86400181;9.79600048;2.19240570;150;134;121;1.000000;1.000000;68265.007813;6489.000000
1.16100180;10.51099968;2.19240570;153;140;134;1.000000;1.000000;68265.007813;6489.000000
1.21800184;10.64400005;2.19040561;141;130;124;1.000000;1.000000;68265.007813;6489.000000
1.23300183;10.67599964;2.19040561;133;128;120;1.000000;1.000000;68265.007813;9733.000000
1.25700176;10.73700047;2.18540573;153;146;138;1.000000;1.000000;68265.007813;8435.000000
1.30600178;10.85700035;2.17840576;146;130;122;1.000000;1.000000;68265.007813;7786.000000
1.38100183;11.00899982;2.17740560;129;121;110;1.000000;1.000000;68265.007813;5191.000000
1.40800178;11.06599998;2.17540574;165;155;151;1.000000;1.000000;68265.007813;5191.000000
1.40500176;11.08699989;2.16340566;148;131;123;1.000000;1.000000;68265.007813;5840.000000
1.39900184;11.10599995;2.15040565;131;121;116;1.000000;1.000000;68265.007813;5191.000000
1.39800179;11.12800026;2.14040565;132;132;135;1.000000;1.000000;68265.007813;5191.000000
1.38800180;11.14500046;2.12440562;121;128;136;1.000000;1.000000;68265.007813;5191.000000
1.39900184;11.21500015;2.10140562;126;133;143;1.000000;1.000000;68265.007813;5191.000000
1.41300178;11.24199963;2.10040569;125;132;142;1.000000;1.000000;68265.007813;3893.000000
0.47700179;8.56599998;2.17540574;150;135;130;1.000000;1.000000;68265.054688;7138.000000
0.49600181;8.62199974;2.17640567;151;136;131;1.000000;1.000000;68265.054688;7138.000000
0.70400178;9.22599983;2.18440557;157;138;131;1.000000;1.000000;68265.062500;7138.000000
1.13200176;10.28999996;2.19240570;140;127;121;1.000000;1.000000;68265.062500;6489.000000
1.18200183;10.39599991;2.19440556;167;154;148;1.000000;1.000000;68265.062500;6489.000000
1.20500183;10.46000004;2.18940568;148;135;129;1.000000;1.000000;68265.062500;6489.000000
1.22100174;10.49400043;2.19040561;150;137;131;1.000000;1.000000;68265.062500;6489.000000
1.23600185;10.52700043;2.18940568;165;152;146;1.000000;1.000000;68265.062500;6489.000000
1.25200176;10.56000042;2.18940568;154;141;135;1.000000;1.000000;68265.062500;5191.000000
1.32700181;10.69600010;2.19740558;108;118;94;1.000000;1.000000;68265.062500;9084.000000
1.34100175;10.75000000;2.18740559;48;50;38;1.000000;1.000000;68265.062500;12977.000000
1.36700177;10.83300018;2.17540574;135;128;122;1.000000;1.000000;68265.062500;3893.000000
1.38100183;10.86200047;2.17440557;149;142;136;1.000000;1.000000;68265.062500;5191.000000
1.39800179;10.89299965;2.17540574;146;139;133;1.000000;1.000000;68265.062500;5191.000000
1.44300175;10.98099995;2.17440557;155;146;139;1.000000;1.000000;68265.062500;5840.000000
1.43000185;11.01900005;2.14740562;112;99;90;1.000000;1.000000;68265.062500;5191.000000
1.41400182;11.07699966;2.10740566;132;123;120;1.000000;1.000000;68265.062500;5191.000000
1.41300178;11.09799957;2.09740567;135;133;136;1.000000;1.000000;68265.062500;5840.000000
1.42900181;11.12699986;2.09740567;134;133;136;1.000000;1.000000;68265.062500;5191.000000
1.44900179;11.15699959;2.10040569;136;134;137;1.000000;1.000000;68265.062500;5191.000000
0.66100180;8.95100021;2.17740560;165;147;140;1.000000;1.000000;68265.109375;7138.000000
0.77700180;9.24499989;2.18740559;152;133;126;1.000000;1.000000;68265.109375;7138.000000
0.82800180;9.38000011;2.18840575;154;136;126;1.000000;1.000000;68265.109375;7786.000000
0.84200180;9.42100048;2.18740559;148;130;122;1.000000;1.000000;68265.109375;6489.000000
0.86700177;9.47099972;2.19240570;157;140;124;1.000000;1.000000;68265.109375;7786.000000
1.19500184;10.27600002;2.19040561;169;156;150;1.000000;1.000000;68265.109375;8435.000000
1.21800184;10.34000015;2.18540573;147;134;128;1.000000;1.000000;68265.109375;8435.000000
1.36200178;10.63500023;2.18740559;82;83;69;1.000000;1.000000;68265.109375;9084.000000
1.39300179;10.67399979;2.19640565;65;71;53;1.000000;1.000000;68265.109375;9733.000000
1.46100175;10.86499977;2.17240572;156;149;143;1.000000;1.000000;68265.109375;7138.000000
1.46100175;10.88700008;2.16340566;141;131;123;1.000000;1.000000;68265.109375;7138.000000
1.44700181;10.96800041;2.11540556;125;112;103;1.000000;1.000000;68265.109375;7786.000000
1.44300175;10.98799992;2.10340571;127;118;111;1.000000;1.000000;68265.109375;7138.000000
1.46000183;11.03900051;2.09440565;136;129;123;1.000000;1.000000;68265.109375;7138.000000
1.50000179;11.09700012;2.09940577;142;135;129;1.000000;1.000000;68265.109375;3893.000000
0.55300182;8.45699978;2.17340565;155;140;135;1.000000;1.000000;68265.156250;8435.000000
0.61800182;8.65999985;2.17340565;150;135;130;1.000000;1.000000;68265.156250;7138.000000
0.65300179;8.76200008;2.17440557;157;142;137;1.000000;1.000000;68265.156250;7138.000000
0.72400182;8.95899963;2.17740560;151;137;128;1.000000;1.000000;68265.156250;7138.000000
0.83500183;9.24199963;2.18540573;146;127;120;1.000000;1.000000;68265.156250;6489.000000
0.85200179;9.28800011;2.18540573;158;139;132;1.000000;1.000000;68265.156250;6489.000000
0.95400178;9.51399994;2.19740558;80;63;43;1.000000;1.000000;68265.156250;11031.000000
0.97600180;9.58800030;2.19240570;165;147;137;1.000000;1.000000;68265.156250;9733.000000
0.99300182;9.63000011;2.19240570;146;128;119;1.000000;1.000000;68265.156250;9084.000000
1.12300181;9.93900013;2.19440556;159;140;125;1.000000;1.000000;68265.156250;8435.000000
1.13600183;9.97299957;2.19240570;178;159;144;1.000000;1.000000;68265.156250;9084.000000
1.15700185;10.01300049;2.19540572;159;140;125;1.000000;1.000000;68265.156250;9084.000000
1.17300177;10.05000019;2.19540572;153;134;119;1.000000;1.000000;68265.156250;8435.000000
1.25300181;10.25100040;2.18740559;159;146;140;1.000000;1.000000;68265.164063;8435.000000
1.27100182;10.28600025;2.18840575;158;145;139;1.000000;1.000000;68265.164063;8435.000000
1.34100175;10.44600010;2.18440557;144;135;128;1.000000;1.000000;68265.164063;7786.000000
1.36700177;10.50699997;2.18140578;154;147;139;1.000000;1.000000;68265.164063;7786.000000
1.45400178;10.68799973;2.17740560;134;126;112;1.000000;1.000000;68265.164063;9084.000000
1.46000183;10.71399975;2.17140555;151;142;135;1.000000;1.000000;68265.164063;5191.000000
1.47700179;10.87500000;2.11440563;156;143;134;1.000000;1.000000;68265.164063;5840.000000
1.47000182;10.91499996;2.08940578;118;106;102;1.000000;1.000000;68265.164063;5191.000000
1.52800179;11.00300026;2.09740567;133;130;123;1.000000;1.000000;68265.164063;3893.000000
0.61100179;8.41699982;2.17740560;160;145;140;1.000000;1.000000;68265.210938;8435.000000
0.72200179;8.76300049;2.17640567;158;143;138;1.000000;1.000000;68265.210938;7138.000000
0.73800182;8.81099987;2.17640567;167;152;147;1.000000;1.000000;68265.210938;7138.000000
0.80600178;8.99899960;2.17740560;169;155;146;1.000000;1.000000;68265.210938;7138.000000
0.82600182;9.04699993;2.17940569;154;139;134;1.000000;1.000000;68265.210938;7138.000000
0.83900177;9.09099960;2.17840576;167;153;144;1.000000;1.000000;68265.210938;8435.000000
0.88000178;9.18500042;2.18240571;159;140;133;1.000000;1.000000;68265.210938;6489.000000
0.89800179;9.22900009;2.18440557;153;134;127;1.000000;1.000000;68265.210938;6489.000000
0.93000180;9.31499958;2.18340564;150;131;124;1.000000;1.000000;68265.210938;6489.000000
0.95000178;9.35999966;2.18640566;146;128;120;1.000000;1.000000;68265.210938;6489.000000
0.96900183;9.40299988;2.18740559;132;114;104;1.000000;1.000000;68265.210938;6489.000000
0.98100179;9.44099998;2.18540573;140;123;113;1.000000;1.000000;68265.210938;7786.000000
1.09300184;9.68999958;2.19440556;157;145;133;1.000000;1.000000;68265.210938;8435.000000
1.19100177;9.94200039;2.18740559;167;150;134;1.000000;1.000000;68265.210938;8435.000000
1.22100174;10.01200008;2.18740559;159;146;137;1.000000;1.000000;68265.210938;8435.000000
1.23600185;10.04699993;2.18740559;167;154;145;1.000000;1.000000;68265.210938;8435.000000
1.26300180;10.11400032;2.18440557;157;144;135;1.000000;1.000000;68265.210938;8435.000000
1.35200179;10.31200027;2.18140578;172;154;150;1.000000;1.000000;68265.210938;8435.000000
1.41700184;10.46399975;2.17440557;154;144;137;1.000000;1.000000;68265.210938;7786.000000
1.51700175;10.69299984;2.15940571;149;139;133;1.000000;1.000000;68265.210938;5191.000000
1.51700175;10.71500015;2.15040565;129;119;109;1.000000;1.000000;68265.210938;5840.000000
0.69700181;8.53900051;2.16940570;141;126;121;1.000000;1.000000;68265.257813;8435.000000
0.73200178;8.63800049;2.17040563;157;143;134;1.000000;1.000000;68265.257813;8435.000000
0.75100178;8.68900013;2.17140555;158;144;135;1.000000;1.000000;68265.257813;7138.000000
0.80300182;8.83300018;2.17340565;136;121;116;1.000000;1.000000;68265.257813;7138.000000
0.87100178;9.01599979;2.17540574;170;156;147;1.000000;1.000000;68265.257813;8435.000000
0.92600179;9.15200043;2.17840576;124;111;96;1.000000;1.000000;68265.257813;7786.000000
0.96000183;9.23799992;2.18040562;151;132;125;1.000000;1.000000;68265.257813;6489.000000
0.99800181;9.32499981;2.18340564;100;83;66;1.000000;1.000000;68265.257813;7786.000000
1.03900182;9.41400051;2.18840575;154;140;129;1.000000;1.000000;68265.257813;9084.000000
1.10700178;9.57400036;2.19040561;145;131;120;1.000000;1.000000;68265.257813;9084.000000
1.18900180;9.76399994;2.19240570;59;48;32;1.000000;1.000000;68265.257813;8435.000000
1.20000184;9.79800034;2.18940568;161;143;127;1.000000;1.000000;68265.257813;8435.000000
1.23100185;9.86900043;2.18940568;152;134;120;1.000000;1.000000;68265.257813;8435.000000
1.25900185;9.93799973;2.18740559;162;147;142;1.000000;1.000000;68265.257813;8435.000000
1.30000186;10.03900051;2.18440557;129;123;111;1.000000;1.000000;68265.257813;8435.000000
1.40900183;10.29300022;2.17440557;148;130;126;1.000000;1.000000;68265.257813;7786.000000
1.48200178;10.44499969;2.17240572;122;111;105;1.000000;1.000000;68265.257813;3244.000000
1.52700186;10.53499985;2.17240572;154;147;141;1.000000;1.000000;68265.257813;3893.000000
1.54200184;10.62899971;2.14240575;142;129;124;1.000000;1.000000;68265.257813;3893.000000
1.54000175;10.64999962;2.13140559;135;122;116;1.000000;1.000000;68265.257813;3893.000000
1.53600180;10.67000008;2.11940575;127;114;108;1.000000;1.000000;68265.257813;3893.000000
1.53300178;10.73299980;2.08740568;153;140;134;1.000000;1.000000;68265.257813;5191.000000
0.95800179;9.07600021;2.17340565;148;134;125;1.000000;1.000000;68265.312500;9733.000000
1.03900182;9.25699997;2.18240571;158;144;135;1.000000;1.000000;68265.312500;9084.000000
1.05800176;9.29899979;2.18440557;147;133;124;1.000000;1.000000;68265.312500;9084.000000
1.08300185;9.34500027;2.18940568;152;135;127;1.000000;1.000000;68265.312500;9084.000000
1.09200180;9.38099957;2.18540573;172;157;148;1.000000;1.000000;68265.312500;9084.000000
1.10700178;9.41800022;2.18540573;165;151;140;1.000000;1.000000;68265.312500;9084.000000
1.12700176;9.46199989;2.18740559;156;142;131;1.000000;1.000000;68265.312500;9084.000000
1.16300178;9.53999996;2.19040561;178;164;153;1.000000;1.000000;68265.312500;9084.000000
1.17300177;9.57499981;2.18640566;171;157;146;1.000000;1.000000;68265.312500;9084.000000
1.26400185;9.68700027;2.22040558;114;113;93;1.000000;1.000000;68265.312500;9733.000000
1.27600181;9.82499981;2.18240571;143;138;129;1.000000;1.000000;68265.312500;8435.000000
1.36900175;10.00599957;2.19140577;78;86;70;1.000000;1.000000;68265.312500;16222.000000
1.38100183;10.06099987;2.18040562;117;113;101;1.000000;1.000000;68265.312500;8435.000000
1.40800178;10.12500000;2.17840576;161;149;140;1.000000;1.000000;68265.312500;8435.000000
1.46800184;10.25000000;2.17740560;122;113;104;1.000000;1.000000;68265.312500;7786.000000
1.52100182;10.36800003;2.17140555;144;137;131;1.000000;1.000000;68265.312500;3893.000000
0.65300179;8.04300022;2.16340566;148;135;129;1.000000;1.000000;68265.359375;11031.000000
0.68200183;8.10700035;2.16940570;148;135;129;1.000000;1.000000;68265.359375;9733.000000
0.93700182;8.86900043;2.16840577;135;120;113;1.000000;1.000000;68265.359375;9733.000000
1.07700181;9.18400002;2.18340564;130;116;107;1.000000;1.000000;68265.359375;9733.000000
1.18200183;9.42700005;2.18940568;118;110;90;1.000000;1.000000;68265.359375;9084.000000
1.22700179;9.53800011;2.18740559;120;119;101;1.000000;1.000000;68265.359375;9084.000000
1.25800180;9.58500004;2.19640565;135;126;108;1.000000;1.000000;68265.359375;9084.000000
1.27500176;9.62199974;2.19740558;99;97;70;1.000000;1.000000;68265.359375;8435.000000
1.38500178;9.91699982;2.17940569;160;150;140;1.000000;1.000000;68265.359375;10382.000000
1.45100176;10.07400036;2.17340565;136;130;116;1.000000;1.000000;68265.359375;7786.000000
1.46700180;10.10599995;2.17340565;150;142;131;1.000000;1.000000;68265.359375;7786.000000
1.50900185;10.19900036;2.17140555;148;137;128;1.000000;1.000000;68265.359375;7786.000000
1.52300179;10.22799969;2.17040563;130;120;114;1.000000;1.000000;68265.359375;5840.000000
1.59900177;10.42100048;2.15040565;155;143;134;1.000000;1.000000;68265.359375;3893.000000
1.59000182;10.43799973;2.13540578;124;113;106;1.000000;1.000000;68265.359375;5191.000000
1.59100175;10.46100044;2.12640572;137;128;123;1.000000;1.000000;68265.359375;5191.000000
1.58700180;10.50100040;2.10440564;132;118;111;1.000000;1.000000;68265.359375;5840.000000
0.69600183;7.97100019;2.16540575;143;128;122;1.000000;1.000000;68265.406250;9733.000000
0.79400182;8.23999977;2.17440557;167;154;148;1.000000;1.000000;68265.406250;9733.000000
0.83900177;8.38399982;2.17240572;157;143;134;1.000000;1.000000;68265.406250;9733.000000
0.91500181;8.61400032;2.17040563;148;134;125;1.000000;1.000000;68265.406250;9733.000000
0.94300181;8.70100021;2.16840577;156;142;133;1.000000;1.000000;68265.406250;9733.000000
1.05100179;8.96899986;2.17540574;167;153;140;1.000000;1.000000;68265.406250;9084.000000
1.05600178;9.00300026;2.17040563;166;151;144;1.000000;1.000000;68265.406250;9733.000000
1.16600180;9.25399971;2.17840576;147;133;124;1.000000;1.000000;68265.406250;8435.000000
1.32900178;9.55200005;2.20840573;77;88;62;1.000000;1.000000;68265.414063;14924.000000
1.34100175;9.58500004;2.20640564;50;65;33;1.000000;1.000000;68265.414063;16222.000000
1.34400177;9.61299992;2.19940567;52;65;35;1.000000;1.000000;68265.414063;16871.000000
1.34000182;9.63700008;2.18840575;64;68;53;1.000000;1.000000;68265.414063;16871.000000
1.45500183;9.92599964;2.17440557;141;135;128;1.000000;1.000000;68265.414063;8435.000000
1.50400186;10.02400017;2.17640567;94;95;83;1.000000;1.000000;68265.414063;15573.000000
1.60200179;10.25500011;2.16140556;146;141;138;1.000000;1.000000;68265.414063;3893.000000
0.75600183;7.98099995;2.16340566;159;145;136;1.000000;1.000000;68265.460938;7138.000000
0.79600179;8.08899975;2.16740561;142;128;119;1.000000;1.000000;68265.460938;7138.000000
0.81600177;8.14200020;2.16940570;146;132;123;1.000000;1.000000;68265.460938;7138.000000
0.83200181;8.19200039;2.16940570;157;143;134;1.000000;1.000000;68265.460938;7138.000000
0.88000178;8.33600044;2.16940570;154;141;135;1.000000;1.000000;68265.460938;7138.000000
0.98000181;8.61499977;2.17240572;152;138;129;1.000000;1.000000;68265.460938;7138.000000
1.11900175;8.96500015;2.17940569;160;145;138;1.000000;1.000000;68265.460938;7786.000000
1.27900183;9.32999992;2.19040561;116;112;95;1.000000;1.000000;68265.460938;10382.000000
1.34600174;9.45300007;2.20240569;129;114;87;1.000000;1.000000;68265.460938;10382.000000
1.37300181;9.49600029;2.20840573;74;74;50;1.000000;1.000000;68265.460938;16222.000000
1.48200178;9.83399963;2.17440557;152;139;133;1.000000;1.000000;68265.460938;7786.000000
1.48700178;9.86100006;2.16840577;162;149;143;1.000000;1.000000;68265.460938;8435.000000
1.53300178;9.95699978;2.16840577;165;159;145;1.000000;1.000000;68265.460938;7786.000000
1.55500185;9.99100018;2.17240572;166;160;147;1.000000;1.000000;68265.460938;7786.000000
1.55800176;10.01599979;2.16540575;159;152;142;1.000000;1.000000;68265.460938;7786.000000
1.56800175;10.04399967;2.16140556;140;133;125;1.000000;1.000000;68265.460938;3893.000000
1.60300183;10.10700035;2.16440558;154;146;144;1.000000;1.000000;68265.460938;3893.000000
1.63200176;10.29699993;2.10640574;133;124;116;1.000000;1.000000;68265.460938;3893.000000
0.73900181;7.77500010;2.15840578;149;135;126;1.000000;1.000000;68265.507813;9733.000000
0.79600179;7.93800020;2.16240573;143;129;120;1.000000;1.000000;68265.507813;9733.000000
0.87500179;8.14900017;2.17040563;150;136;127;1.000000;1.000000;68265.507813;9733.000000
0.98700178;8.47700024;2.17140555;150;136;127;1.000000;1.000000;68265.507813;9733.000000
0.99900180;8.52000046;2.16840577;151;137;128;1.000000;1.000000;68265.507813;9733.000000
1.01200175;8.56099987;2.16740561;163;149;140;1.000000;1.000000;68265.507813;9084.000000
1.03000176;8.60700035;2.16940570;149;135;126;1.000000;1.000000;68265.507813;9084.000000
1.12500179;8.86200047;2.16940570;138;124;115;1.000000;1.000000;68265.507813;9084.000000
1.36300182;9.38399982;2.18940568;85;80;61;1.000000;1.000000;68265.507813;8435.000000
1.37800181;9.41899967;2.18940568;67;54;34;1.000000;1.000000;68265.507813;9733.000000
1.42100179;9.54699993;2.17840576;162;147;130;1.000000;1.000000;68265.507813;8435.000000
1.49700177;9.73900032;2.16940570;161;152;145;1.000000;1.000000;68265.507813;8435.000000
1.67300177;10.12800026;2.15640569;153;146;140;1.000000;1.000000;68265.507813;5191.000000
1.67600179;10.15100002;2.14740562;141;133;128;1.000000;1.000000;68265.507813;3893.000000
1.66200185;10.16499996;2.13040566;126;115;111;1.000000;1.000000;68265.507813;3893.000000
1.66400182;10.27400017;2.08240557;146;135;130;1.000000;1.000000;68265.515625;7138.000000
0.97000182;8.28600025;2.16940570;152;138;129;1.000000;1.000000;68265.562500;8435.000000
1.03400183;8.46700001;2.17040563;151;137;128;1.000000;1.000000;68265.562500;6489.000000
1.04800177;8.50899982;2.16940570;146;132;123;1.000000;1.000000;68265.562500;6489.000000
1.06400180;8.55300045;2.16940570;157;143;134;1.000000;1.000000;68265.562500;6489.000000
1.07700181;8.59500027;2.16740561;146;132;123;1.000000;1.000000;68265.562500;6489.000000
1.09200180;8.63700008;2.16740561;137;123;114;1.000000;1.000000;68265.562500;6489.000000
1.23300183;8.97299957;2.17540574;149;134;129;1.000000;1.000000;68265.562500;7138.000000
1.27800179;9.08800030;2.17540574;152;137;132;1.000000;1.000000;68265.562500;7138.000000
1.43500185;9.47599983;2.16740561;154;141;132;1.000000;1.000000;68265.562500;8435.000000
1.48400176;9.57800007;2.16940570;158;148;139;1.000000;1.000000;68265.562500;8435.000000
1.55600178;9.73900032;2.16640568;153;143;135;1.000000;1.000000;68265.562500;7786.000000
1.57700181;9.77299976;2.16940570;153;142;136;1.000000;1.000000;68265.562500;7138.000000
1.68300176;10.09599972;2.12240577;127;120;112;1.000000;1.000000;68265.562500;5191.000000
1.66900182;10.15499973;2.08340573;121;110;106;1.000000;1.000000;68265.562500;5191.000000
